"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","HVAC","Open Drive Compressor","","N/A","N/A","","","","","Num","Tons","YYYY","","","","YORN","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","TEMPLATE KEY","R-407C","","","MD","TEMPLATE","T0052","(612) 721-5701","2500 E Lake St  Minneapolis, MN ","Lake Street","MN","55406","100","191","163","PFresh","T0052.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","HVAC","HVAC Split-System","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","NUM","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY","R-408A","","","MD","TEMPLATE","T0055","(214) 361-2026","6464 E NORTHWEST HWY STE 212  Dallas, TX ","Medallion","TX","75214","300","391","352","PFresh","T0055.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","HVAC","Power Roof Ventilators (Exhaust Fans)","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","NUM","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY","R-409A","","","MD","TEMPLATE","T0061","(701) 282-7400","4202 13th Ave SW  Fargo, ND ","Fargo","ND","58103","100","191","143","PFresh","T0061.PMT@Target.com","","","","1",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Air Cooled Condenser","*","","","","","","","Num","Fans","N/A","","","","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY","R-414A","","","MD","TEMPLATE","T0064","(303) 449-3400","2800 Pearl St  Boulder, CO ","Boulder","CO","80301","200","297","253","PFresh","T0064.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Evaporative Condenser","*","","","","","","","Num","MBH","N/A","","","N/A","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY","R-414B","","","MD","TEMPLATE","T0067","(972) 424-9575","120 W Parker Rd  Plano, TX ","Plano","TX","75075","300","397","326","PFresh","T0067.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Condensing Unit","*","","","","","","","Num","MBH","N/A","","","","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY","R-448A","","","MD","TEMPLATE","T0068","(651) 778-1188","1744 Suburban Ave  Saint Paul, MN ","East St Paul","MN","55106","100","199","102","PFresh","T0068.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Condensing Unit Compressor","*","N/A","","","","","","Num","HP","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","YORN","YORN","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY","R-449A","","","MD","TEMPLATE","T0069","(515) 225-3784","1800 Valley West Dr  West Des Moines, IA ","West Des Moines","IA","50266","100","199","105","PFresh","T0069.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Rack/RTCR/DCR","*","","","","","","","N/A","N/A","N/A","","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY","R-450A","","","MD","TEMPLATE","T0075","(713) 782-9950","10801 Westheimer Rd  Houston, TX ","Westchase","TX","77042","300","392","311","PFresh","T0075.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Rack Compressors","*","N/A","","","","","","Num","HP","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","YORN","YORN","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY","R-502","","","MD","TEMPLATE","T0076","(605) 361-1551","3600 S Louise Ave  Sioux Falls, SD ","Sioux Falls","SD","57106","100","191","143","PFresh","T0076.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Walk In Box","*","","","","","(Panel Thickness)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","CFL or LED","","N/A","YORN","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY","R-507","","","MD","TEMPLATE","T0078","(618) 465-4950","300 Homer M Adams Pkwy  Alton, IL ","Alton","IL","62002","100","194","118","PFresh","T0078.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigeration","Walk In Evaporator","*","N/A","","","","","","Num","Fans","N/A","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY","R-513A","","","MD","TEMPLATE","T0079","(970) 223-9100","105 W Troutman Pkwy  Fort Collins, CO ","Fort Collins","CO","80525","200","297","253","PFresh","T0079.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Refrigerated Cases","Refrigerated Cases","*","","","","","","","Num","Doors or Length","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY","R-717","","","MD","TEMPLATE","T0080","(940) 691-3310","4317 Kemp Blvd  Wichita Falls, TX ","Wichita Falls","TX","76308","300","397","326","PFresh","T0080.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE","Self","Self-Contained","*","","N/A","","","","","Num","Doors or Length","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","N/A","N/A","N/A","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY","R-744","","","MD","TEMPLATE","T0082","(262) 784-8646","2401 Kossow Rd  Waukesha, WI ","Waukesha","WI","53186","100","196","128","PFresh","T0082.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","HVAC","Air Cooled Condenser","ACC-001","LOC","N/A","","","","","Num","Tons","YYYY","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0083","(806) 745-7579","7302 University Ave  Lubbock, TX ","Lubbock","TX","79423","300","391","352","PFresh","T0083.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0005","Self","Self-Contained","*","","N/A","","","","","Num","Doors or Length","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","N/A","N/A","N/A","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0085","(701) 852-5820","2400 10th St SW  Minot, ND ","Minot","ND","58701","100","191","143","PFresh","T0085.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0005","Refrigeration","Condensing Unit","*","","","","","","","Num","MBH","N/A","","","","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0086","(563) 557-9800","3500 Dodge St  Dubuque, IA ","Dubuque","IA","52003","100","199","127","PFresh","T0086.PMT@Target.com","2/27/2017","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","HVAC","Air Handling Unit","AHU-001","Roof","N/A","","","","","Num","CFM","YYYY","N/A","N/A","N/A","YORN","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0090","(901) 685-9240","601 Colonial Rd  Memphis, TN ","Memphis Central","TN","38117","300","397","332","PFresh","T0090.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0061","Refrigeration","Condensing Unit Compressor","*","N/A","","","","","","Num","HP","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","YORN","YORN","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","1","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0093","(970) 245-8056","2424 Highway 6 and 50  Grand Junction, CO ","Grand Junction","CO","81505","200","297","256","PFresh","T0093.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1000","HVAC","Air Handling Unit","","N/A","N/A","","","","","Num","CFM","YYYY","N/A","N/A","N/A","YORN","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0095","(512) 837-5163","8601 Research Blvd  Austin, TX ","Austin North","TX","78758","300","391","341","PFresh","T0095.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0012","HVAC","Chiller","CH-01","N/A","N/A","","","","","100","Tons","YYYY","","","","N/A","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0096","(512) 445-2266","2300 W Ben White Blvd  Austin, TX ","Austin South","TX","78704","300","391","322","PFresh","T0096.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","Refrigeration","Walk In Box","WIB-001","Front of Store","","","","(Panel Thickness)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","CFL or LED","","N/A","YORN","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0100","(952) 542-8250","13201 Ridgedale Dr  Minnetonka, MN ","Ridgedale","MN","55305","100","191","101","PFresh","T0100.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","Self","Self-Contained","SCU-0001","LOC","N/A","","","","","Num","Doors or Length","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","N/A","N/A","N/A","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0108","(812) 426-2218","4000 1st Ave  Evansville, IN ","Evansville North","IN","47710","400","494","458","PFresh","T0108.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","Refrigeration","Air Cooled Condenser","ACC-0001","","","","","","","Num","Fans","N/A","","","","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0111","(765) 457-7577","1037 S Reed Rd  Kokomo, IN ","Kokomo","IN","46902","100","194","140","PFresh","T0111.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","Self","Self-Contained","SCU-001","LOC 2","N/A","","","","","Num","Doors or Length","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","N/A","N/A","N/A","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0137","(309) 454-5648","301 Veterans Pkwy  Normal, IL ","Bloomington Normal","IL","61761","100","192","147","PFresh","T0137.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T1004","Refrigeration","Evaporative Condenser","EVC-001","","","","","","","Num","MBH","N/A","","","N/A","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0139","(812) 945-5046","2209 State St  New Albany, IN ","New Albany","IN","47150","400","494","458","PFresh","T0139.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","HVAC","Condensing Unit","CU-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0144","(615) 859-5260","2050 Gallatin Rd N  Madison, TN ","Rivergate","TN","37115","300","394","333","PFresh","T0144.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","HVAC","Air Handling Unit","AHU-001","Roof","N/A","","","","","Num","CFM","YYYY","N/A","N/A","N/A","YORN","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0146","(615) 352-8461","26 White Bridge Rd  Nashville, TN ","White Bridge","TN","37205","300","394","369","PFresh","T0146.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","Refrigeration","Walk In Box","WIB-001","Front of Store","","","","(Panel Thickness)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CFL or LED","CFL or LED","","N/A","YORN","N/A","","N/A","N/A","N/A","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0147","(303) 790-2583","6767 S Clinton St  Englewood, CO ","Arapahoe","CO","80112","200","297","254","PFresh","T0147.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","Self-Contained","Self-Contained","SCU-0001","Bakery/Deli","Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0151","(865) 693-2203","8040 Ray Mears Blvd  Knoxville, TN ","Knoxville West","TN","37919","300","395","351","PFresh","T0151.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","HVAC","Air Cooled Condenser","ACC-0002","","N/A","","","","","Num","Tons","YYYY","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","N/A","1","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0152","(262) 554-6998","5300 Durand Ave  Racine, WI ","Racine","WI","53406","100","196","150","PFresh","T0152.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","HVAC","Air Cooled Condenser","ACC-002","N/A","N/A","","","","ABC1020404","Num","Tons","YYYY","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0154","(719) 594-9600","5240 N Academy Blvd  Colorado Springs, CO ","Colorado Springs North ","CO","80918","200","297","254","PFresh","T0154.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","Refrigeration","Air Cooled Condenser","*","","","","","","","Num","Fans","N/A","","","","N/A","","","N/A","N/A","YORN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0158","(409) 898-8270","5850 Eastex Fwy  Beaumont, TX ","Beaumont","TX","77708","300","392","353","PFresh","T0158.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","HVAC","Air Cooled Condenser","ACC-002 Copy","N/A","N/A","","","","","Num","Tons","YYYY","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0162","(501) 771-4220","4000 McCain Blvd  North Little Rock, AR ","Little Rock North ","AR","72116","300","397","347","PFresh","T0162.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T2845","HVAC","Fan Coil Unit","11111","N/A","N/A","","","","","Num","CFM","YYYY","","","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0164","(307) 265-8214","401 SE Wyoming Blvd  Casper, WY ","Casper ","WY","82609","200","297","253","PFresh","T0164.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","Refrigerated Cases","Refrigerated Cases","","Sales Floor","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0167","(318) 448-4351","2206 Memorial Dr  Alexandria, LA ","Alexandria ","LA","71301","300","392","353","PFresh","T0167.PMT@Target.com","1/16/2017","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","Refrigerated Cases","Refrigerated Cases","","Sales Floor","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0171","(406) 652-5430","2601 Central Ave  Billings, MT ","Billings ","MT","59102","100","198","161","PFresh","T0171.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","Refrigerated Cases","Refrigerated Cases","abc","Sales Floor","Sales Market","abc","","","abc","6","Doors","","","","","","","","","","","","","LED","","","Philips","","","","Fair","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0176","(210) 496-6800","13700 San Pedro Ave  San Antonio, TX ","Bitters","TX","78232","300","391","322","PFresh","T0176.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","Refrigerated Cases","Refrigerated Cases","abc","Sales Floor","Sales Market","abc","","","abc","6","Doors","","","","","","","","","","","","","LED","","","Philips","","","","Fair","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0179","(520) 745-8001","5255 E Broadway Blvd  Tucson, AZ ","Tucson Broadway","AZ","85711","200","291","229","PFresh","T0179.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","Refrigerated Cases","Refrigerated Cases","","Sales Floor","Sales Market","","","","","6","Doors","","","","","","","","","","","","","LED","","","Philips","","","","Fair","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0183","(818) 896-8214","9725 Laurel Canyon Blvd  Pacoima, CA ","Pacoima","CA","91331","200","294","219","PFresh","T0183.PMT@Target.com","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T0003","Refrigerated Cases","Refrigerated Cases","","Sales Floor","Sales Market","","","","","6","Doors","","","","","","","","","","","","","LED","","","Philips","","","","Fair","","","","","","","","TEMPLATE KEY",,,"","MD","TEMPLATE","T0184","(626) 308-3290","2120 W Main St  Alhambra, CA ","Alhambra ","CA","91801","200","294","236","PFresh","T0184.PMT@Target.com","","","","",""
